iter	Passed	Remaining
698	2115	911
699	2118	907
700	2121	904
701	2124	901
702	2130	900
703	2133	897
704	2135	893
705	2138	890
706	2140	887
707	2143	883
708	2145	880
709	2147	877
710	2150	874
711	2154	871
712	2156	868
713	2160	865
714	2163	862
715	2166	859
716	2174	858
717	2178	855
718	2181	852
719	2185	849
720	2192	848
721	2199	847
722	2207	845
723	2210	842
724	2215	840
725	2219	837
726	2238	840
727	2255	842
728	2268	843
729	2273	840
730	2288	842
731	2306	844
732	2332	849
733	2337	847
734	2346	845
735	2383	855
736	2418	862
737	2434	864
738	2438	861
739	2446	859
740	2449	856
741	2451	852
742	2454	848
743	2457	845
744	2459	841
745	2461	838
746	2464	834
747	2467	831
748	2470	827
749	2473	824
750	2481	822
751	2490	821
752	2492	817
753	2496	814
754	2501	811
755	2508	809
756	2512	806
757	2515	803
758	2520	800
759	2524	797
760	2530	794
761	2538	792
762	2545	790
763	2552	788
764	2558	786
765	2565	783
766	2571	781
767	2575	777
768	2585	776
769	2608	779
770	2617	777
771	2622	774
772	2625	771
773	2634	769
774	2638	766
775	2642	762
776	2645	759
777	2648	755
778	2650	751
779	2653	748
780	2655	744
781	2660	741
782	2669	739
783	2676	737
784	2679	733
785	2681	730
786	2683	726
787	2686	722
788	2689	719
789	2691	715
790	2694	711
791	2696	708
792	2698	704
793	2700	700
794	2704	697
795	2712	695
796	2714	691
797	2716	687
798	2722	684
799	2724	681
800	2727	677
801	2731	674
802	2738	671
803	2743	668
804	2747	665
805	2753	662
806	2756	659
807	2758	655
808	2761	652
809	2767	649
810	2771	645
811	2773	642
812	2777	638
813	2781	635
814	2784	632
815	2787	628
816	2790	624
817	2793	621
818	2796	617
819	2798	614
820	2800	610
821	2803	607
822	2806	603
823	2817	601
824	2820	598
825	2827	595
826	2829	591
827	2832	588
828	2836	584
829	2843	582
830	2848	579
831	2851	575
832	2856	572
833	2862	569
834	2866	566
835	2870	563
836	2872	559
837	2874	555
838	2876	551
839	2878	548
840	2880	544
841	2886	541
842	2890	538
843	2892	534
844	2894	530
845	2896	527
846	2902	524
847	2905	520
848	2907	517
849	2910	513
850	2913	510
851	2916	506
852	2918	502
853	2921	499
854	2926	496
855	2929	492
856	2932	489
857	2934	485
858	2936	482
859	2938	478
860	2941	474
861	2944	471
862	2946	467
863	2949	464
864	2951	460
865	2953	457
866	2957	453
867	2961	450
868	2964	446
869	2966	443
870	2970	439
871	2974	436
872	2976	433
873	2979	429
874	2981	425
875	2983	422
876	2989	419
877	2992	415
878	2998	412
879	3001	409
880	3004	405
881	3007	402
882	3009	398
883	3013	395
884	3020	392
885	3024	389
886	3027	385
887	3031	382
888	3035	379
889	3038	375
890	3040	371
891	3042	368
892	3045	364
893	3048	361
894	3051	357
895	3053	354
896	3056	350
897	3061	347
898	3065	344
899	3070	341
900	3076	338
901	3081	334
902	3086	331
903	3090	328
904	3095	324
905	3097	321
906	3100	317
907	3102	314
908	3106	310
909	3110	307
910	3112	304
911	3114	300
912	3116	296
913	3119	293
914	3125	290
915	3129	286
916	3131	283
917	3134	279
918	3138	276
919	3142	273
920	3144	269
921	3147	266
922	3149	262
923	3154	259
924	3156	255
925	3158	252
926	3160	248
927	3163	245
928	3167	242
929	3170	238
930	3173	235
931	3175	231
932	3177	228
933	3180	224
934	3185	221
935	3187	217
936	3189	214
937	3191	210
938	3194	207
939	3199	204
940	3202	200
941	3205	197
942	3208	193
943	3214	190
944	3217	187
945	3220	183
946	3222	180
947	3228	177
948	3231	173
949	3234	170
950	3237	166
951	3243	163
952	3245	160
953	3247	156
954	3249	153
955	3252	149
956	3258	146
957	3261	142
958	3263	139
959	3265	136
960	3271	132
961	3274	129
962	3276	125
963	3278	122
964	3280	118
965	3284	115
966	3286	112
967	3288	108
968	3291	105
969	3293	101
970	3297	98
971	3300	95
972	3302	91
973	3304	88
974	3306	84
975	3308	81
976	3310	77
977	3313	74
978	3315	71
979	3317	67
980	3322	64
981	3330	61
982	3334	57
983	3336	54
984	3339	50
985	3343	47
986	3345	44
987	3348	40
988	3352	37
989	3356	33
990	3360	30
991	3362	27
992	3364	23
993	3366	20
994	3369	16
995	3376	13
996	3391	10
997	3397	6
998	3402	3
999	3410	0
